#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:MAFFT-SerralysinFilogenia" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:MAFFT-SerralysinFilogenia" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:MAFFT-SerralysinFilogenia" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:MAFFT-SerralysinFilogenia" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.MAFFT-SerralysinFilogenia" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:MAFFT-SerralysinFilogenia" name="distribution" x="@BDBirthRate.t:MAFFT-SerralysinFilogenia">
#            <Uniform id="Uniform.3" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:MAFFT-SerralysinFilogenia" name="distribution" x="@BDDeathRate.t:MAFFT-SerralysinFilogenia">
#            <Uniform id="Uniform.4" name="distr"/>
#        </prior>
#        <prior id="GammaShapePrior.s:MAFFT-SerralysinFilogenia" name="distribution">
#            <parameter id="gammaShape.s:MAFFT-SerralysinFilogenia" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="PropInvariantPrior.s:MAFFT-SerralysinFilogenia" name="distribution">
#            <parameter id="proportionInvariant.s:MAFFT-SerralysinFilogenia" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#            <Uniform id="Uniform.2" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@MAFFT-SerralysinFilogenia" id="treeLikelihood.MAFFT-SerralysinFilogenia" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:MAFFT-SerralysinFilogenia">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:MAFFT-SerralysinFilogenia" proportionInvariant="@proportionInvariant.s:MAFFT-SerralysinFilogenia" shape="@gammaShape.s:MAFFT-SerralysinFilogenia" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:MAFFT-SerralysinFilogenia" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <substModel id="WAG.s:MAFFT-SerralysinFilogenia" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:MAFFT-SerralysinFilogenia" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:MAFFT-SerralysinFilogenia" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	proportionInvariant	gammaShape	BirthDeath	BDBirthRate	BDDeathRate
1181000	-12900.14821266261	-12888.157882707643	-11.990329954967255	-12888.157882707643	1.6759857460876941	0.0	1.2327189968503593	-3.849855679134759	3.01653387849532	0.056833733259765117
1182000	-12902.431141765472	-12890.981613361018	-11.449528404452586	-12890.981613361018	1.7348815367742332	0.0	1.2327189968503593	-3.309054128620091	1.1194314718586897	0.5674553430658074
1183000	-12897.546882941866	-12885.405800424416	-12.141082517450606	-12885.405800424416	1.8471143796704368	0.0	1.2327189968503593	-4.00060824161811	1.6964311594549502	0.5163772123952226
1184000	-12896.521015278764	-12884.8788275639	-11.64218771486483	-12884.8788275639	1.6725698574628345	0.0	1.2327189968503593	-3.5017134390323346	0.8207949950806097	0.6481528095500145
1185000	-12897.611222253821	-12885.195528734814	-12.415693519007858	-12885.195528734814	1.703119661711671	0.0	1.2327189968503593	-4.275219243175362	2.2187506929104757	0.5664126227942557
1186000	-12895.348460145016	-12882.953097167852	-12.395362977163481	-12882.953097167852	1.7096742894797603	0.0	1.2327189968503593	-4.2548887013309855	2.8935980216061967	0.1513457328267045
1187000	-12897.927279452138	-12888.299178555146	-9.628100896991961	-12888.299178555146	1.4039914320543077	0.0	1.083056062781411	-1.6372895552284144	2.0901876432719892	0.2768422330229354
1188000	-12902.62790411733	-12889.93388089733	-12.694023219998842	-12889.93388089733	1.9331835433137428	0.0	1.083056062781411	-4.703211878235294	1.3757420461758216	0.5780923401401424
1189000	-12895.484097336623	-12884.893298277271	-10.59079905935212	-12884.893298277271	1.6193650133395583	0.0	1.083056062781411	-2.5999877175885713	2.4769133204115668	0.07649903652930942
1190000	-12894.911316548572	-12882.475959062818	-12.43535748575361	-12882.475959062818	1.888917613310662	0.0	1.1170440401908968	-4.410558166580577	1.2727830689143567	0.6040398525107809
1191000	-12900.420702323692	-12888.456743008452	-11.963959315241304	-12888.456743008452	1.8967452377279252	0.0	1.1170440401908968	-3.939159996068269	1.2195336426156247	0.7476902779043451
1192000	-12897.099973708091	-12885.476708280048	-11.623265428042785	-12885.476708280048	2.0226390292254215	0.0	1.1170440401908968	-3.598466108869752	1.3946785021443167	0.5982470367960742
1193000	-12897.613398470128	-12887.716397242986	-9.897001227141885	-12887.716397242986	1.5386624091723933	0.0	1.1170440401908968	-1.8722019079688526	1.4826612042215945	0.6161787741190548
1194000	-12894.790578845503	-12884.04331127791	-10.747267567592846	-12884.04331127791	1.7502506272753822	0.0	1.0600389319517964	-2.7794733566589134	0.8866161271608038	0.764854475922413
1195000	-12896.135636799962	-12882.141475247732	-13.994161552229698	-12882.141475247732	1.84050690605126	0.0	1.3232401221074972	-5.763166151140064	1.6579920003183382	0.7138339074835695
1196000	-12899.070496094428	-12886.978280177618	-12.092215916808527	-12886.978280177618	1.5372631696698915	0.0	1.3232401221074972	-3.861220515718893	2.8478239581433233	0.3894962869138061
1197000	-12901.914597123694	-12889.119447537112	-12.795149586581541	-12889.119447537112	1.6557468277562708	0.0	1.3232401221074972	-4.5641541854919065	2.040361569477963	0.5749217492445405
1198000	-12898.522196501302	-12886.570353399347	-11.951843101954372	-12886.570353399347	1.707769942272367	0.0	1.3232401221074972	-3.7208477008647387	1.1692955573558141	0.7338825861519598
1199000	-12893.034800147976	-12881.205492362717	-11.829307785260204	-12881.205492362717	1.8233858150706395	0.0	1.0851458064708328	-3.836406699807234	1.9309636809527997	0.25520163443408017
1200000	-12906.506304277495	-12889.6970984387	-16.809205838793165	-12889.6970984387	2.6087471546757914	0.0	1.041850751666908	-8.859599808144122	1.1492213541294136	0.17445522393594232
1201000	-12897.242175560623	-12884.697240664396	-12.544934896226275	-12884.697240664396	1.9089837202163522	0.0	1.041850751666908	-4.59532886557723	1.9297302421799418	0.2677654727709025
1202000	-12901.197368758549	-12888.757247618647	-12.440121139900844	-12888.757247618647	1.7449957538921785	0.0	1.041850751666908	-4.490515109251799	1.166457868653183	0.4742530302746884
1203000	-12897.621795648944	-12885.645146357512	-11.97664929143103	-12885.645146357512	1.7114428556723131	0.0	1.041850751666908	-4.027043260781985	1.0668132255438918	0.5420695019903327
1204000	-12895.744916080173	-12884.511477905924	-11.233438174248736	-12884.511477905924	1.6652396448215796	0.0	1.041850751666908	-3.2838321435996907	1.4330564820783251	0.4199790526513569
1205000	-12898.599561409845	-12883.3005238897	-15.299037520145037	-12883.3005238897	2.14127534722702	0.0	1.041850751666908	-7.349431489495991	3.000060895630724	0.10310916133473487
1206000	-12899.730267444143	-12887.396648425663	-12.333619018479913	-12887.396648425663	1.8831013318446754	0.0	1.041850751666908	-4.384012987830868	1.9758001296558898	0.12836801472276696
1207000	-12895.413028138073	-12882.66197267992	-12.751055458152456	-12882.66197267992	1.8975445123091828	0.0	1.1452244298828176	-4.698075749287501	1.8428801145699922	0.2326218621815095
1208000	-12894.139136071703	-12881.745917842401	-12.393218229301889	-12881.745917842401	2.030929352316885	0.0	1.1452244298828176	-4.340238520436933	1.4656277728175813	0.6304586347205297
1209000	-12902.800267145289	-12890.42672868602	-12.37353845926861	-12890.42672868602	1.9761322794590486	0.0	1.1452244298828176	-4.320558750403655	1.0762054643532593	0.7083868091105476
1210000	-12897.675055748618	-12885.305154240123	-12.369901508495058	-12885.305154240123	1.687000455896793	0.0	1.1452244298828176	-4.316921799630103	2.469700924388803	0.019945646373655535
1211000	-12902.635084028803	-12890.268087463592	-12.366996565211979	-12890.268087463592	1.848881362161551	0.0	1.1910541196267175	-4.268187166603125	1.5705323020957447	0.17478231684457968
1212000	-12902.681034410349	-12890.29448263043	-12.386551779919142	-12890.29448263043	1.6685612734708362	0.0	1.3080164614876562	-4.170780039449349	1.3885231629114354	0.3001182495132859
1213000	-12898.25308400834	-12885.269116831703	-12.983967176636463	-12885.269116831703	2.026762136015272	0.0	1.0241948746789358	-5.052017022975392	1.428580683970141	0.46324739768437834
1214000	-12897.67130920572	-12884.188008080466	-13.483301125253806	-12884.188008080466	2.0070728146928802	0.0	1.0241948746789358	-5.5513509715927345	1.7771636477794883	0.5066847651194734
1215000	-12893.173439081995	-12880.83758165752	-12.335857424473863	-12880.83758165752	1.6768685408837813	0.0	1.0924988502943302	-4.335603295197396	0.8631917787943565	0.6140975015680182
1216000	-12896.905561727615	-12885.366656093496	-11.53890563411974	-12885.366656093496	1.7022517243270936	0.0	1.0924988502943302	-3.538651504843273	1.7484007056034803	0.2514715272072517
1217000	-12894.487060580339	-12883.247734662276	-11.239325918062411	-12883.247734662276	1.733068782263046	0.0	1.0924988502943302	-3.239071788785944	2.4386812566673357	0.11453056147377291
1218000	-12894.450986202373	-12880.80296668068	-13.648019521693588	-12880.80296668068	2.00363791995471	0.0	1.0924988502943302	-5.647765392417122	2.292074285244866	0.05964288474213969
1219000	-12902.627323007775	-12891.759451878941	-10.867871128833738	-12891.759451878941	2.0082819082931396	0.0	1.0924988502943302	-2.86761699955727	0.9256931835245681	0.6730287688320173
1220000	-12898.246419062985	-12886.810436078216	-11.435982984768646	-12886.810436078216	1.8857221678903668	0.0	1.0924988502943302	-3.4357288554921794	1.5550527630059636	0.4922633725392282
1221000	-12900.976702097134	-12888.903318494868	-12.073383602265542	-12888.903318494868	1.9939688254205425	0.0	1.0924988502943302	-4.073129472989075	1.8577729250994164	0.37060107164774
1222000	-12900.876224388796	-12886.146622907187	-14.72960148161003	-12886.146622907187	1.8630744593111304	0.0	1.0924988502943302	-6.729347352333564	1.9655573534950384	0.5521960748201856
1223000	-12902.053668179977	-12889.659673419073	-12.393994760902968	-12889.659673419073	2.1006910111668256	0.0	1.0924988502943302	-4.3937406316265015	1.7303148360056495	0.4376741053404944
1224000	-12894.329961161427	-12882.474889111696	-11.85507204973166	-12882.474889111696	1.792750717780028	0.0	1.1717091915475057	-3.7756075792020165	1.8056174327001726	0.5961992146563722
1225000	-12897.356875177631	-12884.78317710614	-12.573698071492714	-12884.78317710614	1.9413894050955454	0.0	1.1717091915475057	-4.49423360096307	1.9368104585858832	0.4559671092700398
1226000	-12897.320035573659	-12884.89123232738	-12.428803246280014	-12884.89123232738	1.6942521002584248	0.0	1.1880457422289556	-4.333002225068921	1.560380141305971	0.628776771361856
1227000	-12899.467919442377	-12886.666603334714	-12.801316107663448	-12886.666603334714	1.5445007069677825	0.0	1.1880457422289556	-4.705515086452355	3.2099444000746957	0.407564397478985
1228000	-12896.978212260927	-12883.15455458986	-13.82365767106681	-12883.15455458986	2.0924211183711328	0.0	1.1880457422289556	-5.727856649855717	2.2612197862596277	0.37851921901244506
1229000	-12895.121239810283	-12882.203035631908	-12.918204178375925	-12882.203035631908	1.8203009070738985	0.0	1.1880457422289556	-4.822403157164833	1.843687816104825	0.2558877309114861
1230000	-12901.403340195913	-12890.672714306422	-10.730625889490735	-12890.672714306422	1.3883678375514408	0.0	1.0240983734381195	-2.7987722370704784	1.4977060545405874	0.2110514873031865
1231000	-12903.549971844108	-12891.190728781447	-12.359243062661543	-12891.190728781447	1.6661888378015852	0.0	1.0240983734381195	-4.427389410241286	2.481880812483842	0.471193349913987
1232000	-12903.215237805149	-12892.674427272603	-10.540810532545695	-12892.674427272603	1.4059572276311616	0.0	1.1565628402369397	-2.476492413326617	3.0603676707077123	0.2169819278918454
1233000	-12893.357434338315	-12881.019885964299	-12.337548374017366	-12881.019885964299	1.8812373391843968	0.0	1.1565628402369397	-4.273230254798289	1.8334116555780957	0.4417791627148869
1234000	-12899.977009058688	-12889.310096012394	-10.666913046294834	-12889.310096012394	1.6817862434417146	0.0	1.1565628402369397	-2.6025949270757565	2.135775586217362	0.14676570296410563
1235000	-12907.9045028378	-12893.694728315408	-14.209774522393298	-12893.694728315408	2.157342113706171	0.0	1.2167311753429526	-6.08528806806821	1.9673589058901404	0.3595350366074486
1236000	-12906.151251318577	-12891.450413810653	-14.700837507923158	-12891.450413810653	2.221935657213256	0.0	1.2167311753429526	-6.576351053598069	2.267366561739031	0.07437526050094044
1237000	-12897.571132505771	-12884.966722600406	-12.6044099053653	-12884.966722600406	1.844538410255055	0.0	1.2167311753429526	-4.479923451040211	1.3285007690689434	0.5195570619484792
1238000	-12892.019904342531	-12880.155430609508	-11.864473733023072	-12880.155430609508	1.8705991498769654	0.0	1.2167311753429526	-3.7399872786979835	1.6558482792702651	0.4787488398010764
1239000	-12895.283185651771	-12883.209673316836	-12.073512334935794	-12883.209673316836	1.7584269054068913	0.0	1.2167311753429526	-3.9490258806107046	1.9679234665969423	0.25062228766191214
1240000	-12900.072401226487	-12888.340685797702	-11.731715428784593	-12888.340685797702	1.6172500980385516	0.0	1.2167311753429526	-3.607228974459504	2.2311708733919597	0.5037826211868711
1241000	-12899.783054760452	-12885.549236530112	-14.233818230338795	-12885.549236530112	2.052585150383521	0.0	1.2167311753429526	-6.109331776013706	2.0999505561158456	0.43666637985547885
1242000	-12900.34229829396	-12888.944103816533	-11.39819447742662	-12888.944103816533	1.7214743192292241	0.0	1.2167311753429526	-3.2737080231015314	2.0431827535328018	0.21730723644552097
1243000	-12906.062965717572	-12893.825321420616	-12.237644296956136	-12893.825321420616	1.7240834239127865	0.0	1.2167311753429526	-4.113157842631047	1.5170494085856756	0.4444423663483561
1244000	-12907.415168000238	-12895.394322634234	-12.02084536600349	-12895.394322634234	1.797971196744613	0.0	1.2167311753429526	-3.8963589116784023	2.6917062481656995	0.36314554675059274
1245000	-12895.78625079528	-12883.969377193725	-11.81687360155393	-12883.969377193725	1.6465808689258603	0.0	1.2167311753429526	-3.6923871472288403	1.7710172766923875	0.5352000782366128
1246000	-12900.676684596121	-12890.005554536332	-10.671130059788156	-12890.005554536332	1.592778994934335	0.0	1.2167311753429526	-2.5466436054630686	1.756696344955981	0.4102394451547504
1247000	-12901.877279751376	-12889.060423975143	-12.816855776232156	-12889.060423975143	2.026287914242803	0.0	1.2167311753429526	-4.6923693219070675	0.874539387716566	0.8006376047772522
1248000	-12897.063030942867	-12882.849776725774	-14.21325421709216	-12882.849776725774	2.059300768137771	0.0	1.2167311753429526	-6.0887677627670715	1.0659390519497896	0.8006376047772522
1249000	-12894.699964607364	-12884.34620035026	-10.35376425710482	-12884.34620035026	1.5698249177611425	0.0	1.2167311753429526	-2.2292778027797304	1.1085468235891045	0.6423410206901835
1250000	-12896.34408111763	-12885.778275168635	-10.565805948994813	-12885.778275168635	1.6041793853071222	0.0	1.2167311753429526	-2.441319494669724	1.112770656082097	0.5440642582838292
1251000	-12898.667572285789	-12885.616248434328	-13.051323851461364	-12885.616248434328	1.649354818740194	0.0	1.2167311753429526	-4.926837397136275	0.7263318549899399	0.6161143754239409
1252000	-12901.336531344932	-12888.004092279974	-13.33243906495863	-12888.004092279974	2.072087590677243	0.0	1.2538988988747963	-5.170784887101697	0.8742986648006476	0.5951421850168688
1253000	-12894.06867989986	-12882.605278643818	-11.463401256041898	-12882.605278643818	1.6465311253795494	0.0	1.2538988988747963	-3.3017470781849654	0.8433816980625907	0.6890110728510952
1254000	-12896.022361803847	-12884.60102842754	-11.421333376307674	-12884.60102842754	1.6632010968645747	0.0	1.2538988988747963	-3.2596791984507414	1.2903576107504016	0.7004051666566851
1255000	-12905.113257406989	-12892.017403678008	-13.095853728980801	-12892.017403678008	1.9875875065407738	0.0	1.2538988988747963	-4.934199551123868	2.3421046761112496	0.04932630923577072
1256000	-12897.83272927132	-12885.527943632795	-12.304785638525304	-12885.527943632795	1.9174442530326967	0.0	1.2538988988747963	-4.143131460668371	2.160510052097337	0.32837077690328165
1257000	-12895.502910745645	-12883.3330276181	-12.16988312754366	-12883.3330276181	1.857053352836414	0.0	1.22244733585327	-4.039680512708253	1.1148336997337431	0.5453224669627682
1258000	-12903.754292201995	-12890.715245763062	-13.039046438932052	-12890.715245763062	1.6976480251865762	0.0	1.22244733585327	-4.908843824096646	1.5639942103880526	0.2712698879059848
1259000	-12901.236792386122	-12889.29043314985	-11.946359236272606	-12889.29043314985	1.6480828259591103	0.0	1.22244733585327	-3.8161566214372002	0.7536402684664878	0.768564835213499
1260000	-12897.700637974469	-12886.32213654468	-11.378501429787754	-12886.32213654468	1.8015698286205908	0.0	1.22244733585327	-3.2482988149523475	1.8342984626774403	0.3668027415383701
1261000	-12900.326981419745	-12888.024074480196	-12.30290693954933	-12888.024074480196	1.8539046248862772	0.0	1.22244733585327	-4.172704324713922	1.26323786369011	0.57963209178365
1262000	-12900.968248876205	-12889.424599845146	-11.543649031058997	-12889.424599845146	1.5755062133602595	0.0	1.22244733585327	-3.413446416223591	1.5963304217997665	0.6786224129874959
1263000	-12897.198949161173	-12884.579046239121	-12.619902922051375	-12884.579046239121	1.9523928883225086	0.0	1.22244733585327	-4.48970030721597	1.2920158285528482	0.5361202686932788
1264000	-12901.30462894328	-12887.992244072817	-13.31238487046306	-12887.992244072817	1.9510240012832873	0.0	1.22244733585327	-5.182182255627653	1.5696730847768494	0.2603370118758082
1265000	-12900.723666842452	-12887.2283488278	-13.495318014651813	-12887.2283488278	1.9831982767646323	0.0	1.22244733585327	-5.365115399816406	2.158113975051549	0.31219827855452736
1266000	-12901.49931274738	-12890.188752025064	-11.310560722316085	-12890.188752025064	1.5653864969444824	0.0	1.22244733585327	-3.1803581074806795	2.795911894938403	0.10037615384219499
1267000	-12903.380227473193	-12893.580075526446	-9.800151946746762	-12893.580075526446	1.4696529067979827	0.0	1.22244733585327	-1.669949331911356	2.3472590984964343	0.36307783187937803
1268000	-12903.438829793886	-12889.449395661732	-13.989434132154225	-12889.449395661732	1.7404345375214052	0.0	1.22244733585327	-5.859231517318818	2.4047048925834567	0.5111885147870544
1269000	-12897.242174109937	-12887.356575981159	-9.885598128777797	-12887.356575981159	1.5451444558662646	0.0	1.2620359181439582	-1.7158069316517026	1.3779645748995544	0.6525626394550481
1270000	-12894.8525076519	-12882.99112012818	-11.861387523719817	-12882.99112012818	1.9371745316446134	0.0	1.2620359181439582	-3.6915963265937224	1.4891288558019975	0.4303052685461891
1271000	-12896.66190664377	-12886.707940272834	-9.95396637093691	-12886.707940272834	1.5866443679048268	0.0	1.2620359181439582	-1.784175173810815	1.805472002206806	0.44170399248829606
1272000	-12901.850376263998	-12889.818211410746	-12.032164853252233	-12889.818211410746	1.6794001049196927	0.0	1.194274408750837	-3.9301351655192587	2.1034441906264894	0.6204373132581914
1273000	-12901.015575006577	-12887.064760098521	-13.95081490805575	-12887.064760098521	1.6623519060964824	0.0	1.4103210268373065	-5.632738602236307	0.27983139798111417	0.8669334699247805
1274000	-12902.395357776068	-12890.99226802995	-11.403089746117352	-12890.99226802995	1.6714239355407805	0.0	0.9811114894649309	-3.514222977670284	0.822915025628963	0.691009595242375
1275000	-12895.61224871345	-12882.647440492823	-12.964808220627198	-12882.647440492823	1.7094806469105117	0.0	1.0888482610882877	-4.9682046805567746	0.42053277542712947	0.8214406081637543
1276000	-12898.483183026505	-12886.340567858771	-12.142615167732568	-12886.340567858771	1.6810083464444479	0.0	1.0888482610882877	-4.146011627662144	0.43394587483638414	0.8214406081637543
1277000	-12894.387620126257	-12884.40727742214	-9.980342704117076	-12884.40727742214	1.5419231159024214	0.0	1.0888482610882877	-1.9837391640466513	1.2721641783145181	0.6960448356699601
1278000	-12890.682294193486	-12878.942972076129	-11.739322117357585	-12878.942972076129	1.8047979022432352	0.0	1.0888482610882877	-3.7427185772871607	0.3779531935877595	0.9136448645165052
1279000	-12898.781114996673	-12885.865962974945	-12.915152021727947	-12885.865962974945	2.173932610952083	0.0	1.0888482610882877	-4.918548481657522	0.4797824761901293	0.9136448645165052
1280000	-12903.861355978483	-12892.808242413686	-11.053113564795915	-12892.808242413686	1.6329457491674693	0.0	1.0888482610882877	-3.0565100247254913	2.0559417067213817	0.5832748279452971
1281000	-12897.620644426655	-12884.809719540577	-12.810924886077723	-12884.809719540577	2.0063609022608646	0.0	1.0888482610882877	-4.814321346007299	1.599657279712041	0.6547557752233396
1282000	-12896.221749412283	-12885.029202602842	-11.192546809440582	-12885.029202602842	1.700379099321289	0.0	1.0888482610882877	-3.195943269370158	1.3666419928109033	0.37692429061041133
1283000	-12894.029267121736	-12882.57708924466	-11.452177877076764	-12882.57708924466	1.8139969256813493	0.0	1.0888482610882877	-3.4555743370063388	1.3835660653664064	0.5788803310482353
1284000	-12900.407456158568	-12888.681942263052	-11.72551389551565	-12888.681942263052	1.5671537474649526	0.0	1.0888482610882877	-3.728910355445226	2.901356419110763	0.19378946251480111
1285000	-12898.695744897252	-12887.499542648538	-11.196202248714027	-12887.499542648538	1.8529106018808108	0.0	1.0888482610882877	-3.1995987086436015	1.9933859189384988	0.45578123040598617
1286000	-12895.552984911674	-12882.93506138118	-12.617923530493288	-12882.93506138118	1.8580282778717514	0.0	1.1703029915112555	-4.539865259999896	2.1242072531273717	0.15073053633868505
1287000	-12895.434391468647	-12882.725997122157	-12.708394346490019	-12882.725997122157	1.8847118899843542	0.0	1.1456813821354712	-4.654957685372411	2.0308389980965584	0.2653994492283618
1288000	-12899.450939936827	-12887.721279892601	-11.729660044225415	-12887.721279892601	1.7135590744620532	0.0	1.1456813821354712	-3.6762233831078075	1.6354148228376726	0.3486721427185082
1289000	-12899.820398756132	-12886.149021799913	-13.671376956219811	-12886.149021799913	1.9626578309875113	0.0	1.1456813821354712	-5.617940295102203	2.238337490608372	0.29607331392318104
1290000	-12895.811906593248	-12883.90199104286	-11.909915550388899	-12883.90199104286	1.6905754417331322	0.0	1.0686317378749814	-3.9335285335317822	2.8057346617328207	0.18496772503764003
1291000	-12900.906482968277	-12888.492859668766	-12.4136232995122	-12888.492859668766	1.6364906581129395	0.0	1.0686317378749814	-4.437236282655082	0.8646377584009295	0.652717497969095
1292000	-12902.422397477812	-12891.397334114985	-11.025063362828401	-12891.397334114985	1.6675005411420278	0.0	1.0686317378749814	-3.0486763459712836	1.7320917348709586	0.26089238405985704
1293000	-12893.848052064766	-12882.587135143574	-11.260916921191281	-12882.587135143574	1.6714674416638	0.0	1.0686317378749814	-3.2845299043341623	1.1917531314499346	0.7912929726042361
1294000	-12898.578773627809	-12885.903112834541	-12.675660793267944	-12885.903112834541	1.9723168326773592	0.0	1.0686317378749814	-4.699273776410827	0.9765017826562098	0.6886671172467322
1295000	-12894.03340762565	-12882.17108450239	-11.862323123259277	-12882.17108450239	1.7531890707955464	0.0	1.0686317378749814	-3.8859361064021583	2.8071817958148864	0.009288637712676398
1296000	-12896.681086646806	-12883.468448574276	-13.212638072529515	-12883.468448574276	1.7448159921170492	0.0	1.0686317378749814	-5.236251055672397	3.0255189792489126	0.01024724190807744
1297000	-12900.926113841599	-12888.396455980215	-12.529657861382805	-12888.396455980215	1.8875369779074662	0.0	1.0686317378749814	-4.553270844525688	1.8102672331964036	0.12457089606746753
1298000	-12901.910730560714	-12888.088480428383	-13.822250132330822	-12888.088480428383	2.1846817556765723	0.0	1.0686317378749814	-5.845863115473703	1.1327097556190928	0.5573752989746101
1299000	-12899.00286397875	-12884.487314888003	-14.515549090747797	-12884.487314888003	2.0183498935619557	0.0	1.0686317378749814	-6.539162073890678	2.3397005678345426	0.19697279409519106
1300000	-12895.69784942904	-12881.23447522083	-14.46337420820891	-12881.23447522083	1.7415935820248618	0.0	1.2049485658923067	-6.350670363334466	1.15064784047416	0.10362454233401884
1301000	-12896.720958268508	-12884.716460032529	-12.004498235978705	-12884.716460032529	1.6661094918698245	0.0	1.2049485658923067	-3.8917943911042614	2.359985533470538	0.14283157276477418
1302000	-12894.936908891761	-12884.349156268121	-10.587752623640087	-12884.349156268121	1.5346257335323912	0.0	1.2049485658923067	-2.475048778765643	1.1982304733290625	0.5788338199479045
1303000	-12893.573900488751	-12882.118376844177	-11.455523644573205	-12882.118376844177	1.6205077962979415	0.0	1.2049485658923067	-3.3428197996987614	1.288870399808995	0.5179652163842817
1304000	-12906.184041614539	-12893.735609558966	-12.44843205557253	-12893.735609558966	1.9150428948940506	0.0	1.2271841297980601	-4.313492646792334	1.6495947287108956	0.2928237643104736
1305000	-12896.959740116692	-12885.201984586558	-11.757755530133789	-12885.201984586558	1.6634035783878527	0.0	1.2271841297980601	-3.6228161213535928	1.7152950548388182	0.36557315655238726
1306000	-12898.4229616317	-12886.225804617661	-12.197157014039998	-12886.225804617661	2.009419425140551	0.0	1.064420201355688	-4.224981533702174	1.6638542659983067	0.39740491487974255
1307000	-12897.10454887147	-12884.802774589558	-12.301774281912119	-12884.802774589558	1.8199850375359516	0.0	1.0936337861543115	-4.300385216775671	2.2428321991455125	0.17111520232251362
1308000	-12905.801145431002	-12893.028109489553	-12.773035941448416	-12893.028109489553	1.9507839286380801	0.0	1.0936337861543115	-4.7716468763119675	1.6721559705594313	0.36164474204971603
1309000	-12899.487520604263	-12886.13363742804	-13.35388317622332	-12886.13363742804	1.8221843666926567	0.0	1.0936337861543115	-5.352494111086871	1.3209506101792765	0.6628135815537401
1310000	-12896.342058868222	-12883.622829867525	-12.719229000696357	-12883.622829867525	1.754375512428296	0.0	1.0473813224434145	-4.764092399270806	1.944435843441174	0.6197380185205507
1311000	-12902.303611894	-12889.177822934864	-13.125788959135283	-12889.177822934864	1.954846965738721	0.0	1.0473813224434145	-5.1706523577097325	1.2034160455226408	0.5312255515788239
1312000	-12898.119655150203	-12887.41603022868	-10.703624921523039	-12887.41603022868	1.6544565230370878	0.0	1.0473813224434145	-2.7484883200974886	1.888337333746202	0.5496652422516006
1313000	-12895.60766163641	-12884.701097282792	-10.90656435361785	-12884.701097282792	1.612483053875635	0.0	1.0473813224434145	-2.951427752192298	1.91677100502761	0.4338362018235637
1314000	-12894.059815100574	-12881.949306020582	-12.110509079991093	-12881.949306020582	1.8488803513980814	0.0	1.0473813224434145	-4.155372478565543	1.7553432904033572	0.24558732276354994
1315000	-12902.973479116139	-12891.300719335533	-11.672759780605986	-12891.300719335533	1.6748681464194983	0.0	1.0473813224434145	-3.7176231791804355	1.9501786158545422	0.38396196917855935
1316000	-12895.059814147333	-12883.091736061086	-11.968078086247944	-12883.091736061086	1.738969944541202	0.0	1.07349285009478	-3.986829957171027	2.202897189753943	0.22666440290579548
1317000	-12900.085868441585	-12888.19556533445	-11.890303107134411	-12888.19556533445	2.108559480153309	0.0	1.07349285009478	-3.9090549780574944	1.0537654983550333	0.6177125195007057
1318000	-12904.113429142144	-12892.786611900408	-11.326817241736274	-12892.786611900408	1.45708104768763	0.0	1.4479720570843835	-2.9710899056697544	3.0280541372358996	0.24999953251253998
